"Lon","Lat","NAMES","DATE","TYPE"
-84.00156,44.34035,"May 2006",2006-05-15 06:00:00,"Class_B"
-84.2915,42.43235,"November 2008",2011-07-14 06:00:00,"Class_B"
-85.79052,44.66666,"June 1982",1982-06-25 06:00:00,"Class_B"
-83.84937,44.98276,"June 1980",1980-06-27 06:00:00,"Class_B"
-92.49979,46.69303,"September 1977",1977-09-03 07:00:00,"Class_B"
-95.0168,47.8764,"February 2005",2005-02-06 06:00:00,"Class_B"
-94.57375,47.4914,"November 1983",1983-11-23 06:00:00,"Class_B"
-94.1211,47.3304,"June 2006",2006-06-06 06:00:00,"Class_B"
-93.9137,47.323,"June 2006",2006-06-20 06:00:00,"Class_B"
-92.83521,46.3725,"February 2007",2007-02-23 06:00:00,"Class_B"
-90.58915,48.0607,"March 2007",2007-03-11 07:00:00,"Class_B"
-92.84309,46.3666,"June 2007",2007-06-10 06:00:00,"Class_B"
-96.28425,48.52579,"November 1978",1978-11-04 06:00:00,"Class_B"
-94.83755,47.1589,"June 2008",2008-06-21 06:00:00,"Class_B"
-94.80162,46.67197,"August 2008",2008-08-11 06:00:00,"Class_B"
-94.87069,45.95602,"April 1989",1989-04-22 06:00:00,"Class_B"
-92.88618,46.02361,"June 2004",2004-06-01 06:00:00,"Class_B"
-92.6349,47.51591,"October 2009",2009-10-18 06:00:00,"Class_B"
-92.12065,48.1784,"May 1986",1986-05-17 06:00:00,"Class_B"
-93.31413,36.63621,"1981",1981-08-01 06:00:00,"Class_B"
-94.2633,38.7437,"1983",1983-05-15 06:00:00,"Class_B"
-91.6284,38.441,"1954",1954-06-30 07:00:00,"Class_B"
-93.91737,38.46253,"November 1998",1998-11-20 06:00:00,"Class_B"
-91.419,39.1405,"September 1976",1976-09-01 07:00:00,"Class_B"
-90.2488,37.5562,"May 1986",1986-05-31 06:00:00,"Class_B"
-93.41,37.54661,"July 2001",2001-07-20 06:00:00,"Class_B"
-93.5395,37.7664,"April 2000",2000-04-21 06:00:00,"Class_B"
-91.07,39.445,"April 1973",1973-04-04 06:00:00,"Class_B"
-91.985,37.27,"October 1990",1990-10-19 07:00:00,"Class_B"
-92.1527,36.7548,"October 2002",2004-11-19 06:00:00,"Class_B"
-93.51,36.73,"July 1978",2004-11-21 06:00:00,"Class_B"
-91.1569,38.11203,"June 1982",2004-12-05 06:00:00,"Class_B"
-90.7212,38.4971,"August 2004",2004-07-01 06:00:00,"Class_B"
-91.41383,37.63169,"April 2005",2005-04-15 06:00:00,"Class_B"
-90.50072,38.21719,"January Late 1980s",1989-01-14 06:00:00,"Class_B"
-94.286,38.586,"October 1983",1983-10-15 07:00:00,"Class_B"
-93.25712,36.71418,"March 2006",2006-03-17 06:00:00,"Class_B"
-94.47345,37.18124,"1980",2008-01-22 06:00:00,"Class_B"
-91.30804,37.2306,"June 2006",2006-06-18 06:00:00,"Class_B"
-90.7,38.40685,"October 2000",2002-10-09 06:00:00,"Class_B"
-91.64719,38.01223,"December 1978",2007-01-09 06:00:00,"Class_B"
-93.73122,37.19201,"November 1991",1991-11-15 06:00:00,"Class_B"
-93.6383,36.7279,"July 2008",2008-07-04 06:00:00,"Class_B"
-90.86792,37.66643,"September 2009",2009-09-24 06:00:00,"Class_B"
-90.7357,38.4063,"November 2009",2009-11-24 06:00:00,"Class_B"
-92.31901,39.08817,"July 2004-2005",2004-07-13 06:00:00,"Class_B"
-90.21339,36.57869,"November 2007",2007-11-18 06:00:00,"Class_B"
-92.1426,37.5656,"March 1977",1977-03-15 06:00:00,"Class_B"
-90.52135,37.18847,"May 2010",2010-05-25 06:00:00,"Class_B"
-88.72985,30.38345,"1973",2001-09-08 06:00:00,"Class_B"
-89.6918,30.46825,"October 1997",1997-10-12 06:00:00,"Class_B"
-88.65135,32.31255,"August 1981",1981-08-15 06:00:00,"Class_B"
-112.5649,47.07954,"November 1990 appro",1990-11-10 06:00:00,"Class_B"
-113.6925,46.18694,"September 1994",1994-09-30 07:00:00,"Class_B"
-111.9625,47.07444,"1981",1981-12-20 06:00:00,"Class_B"
-112.571,46.05292,"December 1988",1988-12-15 06:00:00,"Class_B"
-115.6418,48.27011,"July 1978",1978-07-04 07:00:00,"Class_B"
-114.08,46.75889,"January 2005",2005-01-23 06:00:00,"Class_B"
-113.82,48.68,"June 2003",2003-06-18 06:00:00,"Class_B"
-113.7593,47.60413,"October 2007",2010-03-20 07:00:00,"Class_B"
-81.98335,35.8934,"September 2000",2000-09-09 06:00:00,"Class_B"
-82.4831,35.36,"December 2000",2000-12-19 06:00:00,"Class_B"
-81.38915,36.3461,"March 1987",1987-03-22 06:00:00,"Class_B"
-81.80479,35.83845,"October 2001",2001-10-20 06:00:00,"Class_B"
-81.7418,35.94585,"September 1998",1998-09-09 06:00:00,"Class_B"
-77.5873,34.7576,"July 1987",1987-07-15 06:00:00,"Class_B"
-77.7485,34.3924,"1998",1998-03-31 05:00:00,"Class_B"
-83.5214,35.5605,"January 1/5/1998",1998-01-05 06:00:00,"Class_B"
-82.26195,35.74875,"March 1988",1988-03-15 06:00:00,"Class_B"
-83.5582,35.5131,"1975",1975-07-12 07:00:00,"Class_B"
-77.67995,35.42525,"1968",1968-10-16 07:00:00,"Class_B"
-78.968,36.2058,"April 2004",2004-05-12 06:00:00,"Class_B"
-82.4614,35.7909,"September 1986",1986-09-16 06:00:00,"Class_B"
-80.46865,36.38287,"January 1999",1999-01-16 06:00:00,"Class_B"
-83.007,35.211,"July 2005",2005-07-02 06:00:00,"Class_B"
-83.26097,35.89305,"October 2003",2005-12-02 06:00:00,"Class_B"
-80.66,36.134,"December 1976",1976-12-12 06:00:00,"Class_B"
-83.23206,35.10486,"December 2002",2002-12-07 06:00:00,"Class_B"
-80.2068,35.87885,"93-98",1998-11-15 06:00:00,"Class_B"
-81.402,35.194,"August 2006",2006-08-17 06:00:00,"Class_B"
-79.11128,35.1312,"August 1989",1989-08-09 06:00:00,"Class_B"
-80.2084,35.95815,"April 2007",2007-05-03 06:00:00,"Class_B"
-80.375,36.48615,"January 2006",2007-05-10 06:00:00,"Class_B"
-81.56219,36.42315,"July 2008",2008-07-21 06:00:00,"Class_B"
-79.88049,35.0554,"October 2008",2008-10-18 06:00:00,"Class_B"
-80.03551,35.31924,"December 2009-2010",2010-12-04 06:00:00,"Class_B"
-81.95195,35.95865,"June 2010",2011-06-17 06:00:00,"Class_B"
-102.7291,47.63297,"February 2004",2004-02-26 06:00:00,"Class_B"
-96.42668,41.2333,"July 1979",1979-07-04 07:00:00,"Class_B"
-103.018,42.71425,"October 2006",2006-10-29 06:00:00,"Class_B"
-96.46025,42.47356,"September 1998",1998-09-15 06:00:00,"Class_B"
-103.0044,42.69657,"September 2003",2003-09-15 06:00:00,"Class_B"
-97.13196,40.64043,"September 1997",1997-10-15 06:00:00,"Class_B"
-71.46778,43.28556,"January 2001",2001-01-10 06:00:00,"Class_B"
-70.93333,43.05,"September 2004",2004-09-12 06:00:00,"Class_B"
-74.035,40.07,"July 1978",1978-07-01 07:00:00,"Class_B"
-74.6298,39.652,"November 1995",2005-12-23 06:00:00,"Class_B"
-74.2975,39.7384,"January 1994?",2005-11-13 06:00:00,"Class_B"
-75.11044,40.76345,"September 1987",2005-12-21 06:00:00,"Class_B"
-75.5167,39.632,"June 1975",2006-02-01 06:00:00,"Class_B"
-74.70135,39.8234,"October 1981",2006-04-07 06:00:00,"Class_B"
-74.3966,39.934,"June 2006",2006-07-27 06:00:00,"Class_B"
-74.29085,41.1445,"August 2000",2007-01-15 06:00:00,"Class_B"
-74.45995,40.9575,"May 1983",2007-02-01 06:00:00,"Class_B"
-74.3516,40.77545,"April 2006",2006-12-17 06:00:00,"Class_B"
-74.84528,40.60667,"August 2007",2008-09-04 06:00:00,"Class_B"
-74.46155,40.9427,"March 2006",2007-11-09 06:00:00,"Class_B"
-74.78004,40.99567,"February 1995",1995-02-01 06:00:00,"Class_B"
-74.1301,40.053,"July 1989",2009-01-25 06:00:00,"Class_B"
-74.49518,40.93552,"October 2008",2009-10-30 07:00:00,"Class_B"
-105.4113,36.599,"May 2000",2000-05-17 06:00:00,"Class_B"
-105.7197,33.2516,"June 2004",2004-06-02 06:00:00,"Class_B"
-106.9958,36.91475,"June 2005",2005-06-21 06:00:00,"Class_B"
-106.9547,36.7657,"June 2005",2005-06-26 06:00:00,"Class_B"
-108.8548,36.14505,"August 2005",2005-08-06 06:00:00,"Class_B"
-106.9571,36.095,"August 2005",2005-08-11 06:00:00,"Class_B"
-109.0612,36.39135,"October 2005",2005-10-11 06:00:00,"Class_B"
-105.5596,36.19625,"October 2006",2006-10-02 06:00:00,"Class_B"
-107.1612,36.4178,"November 1982",1982-01-11 06:00:00,"Class_B"
-105.7338,33.27094,"March 2008",2008-03-12 07:00:00,"Class_B"
-119.975,39.592,"September 1970",1970-09-01 07:00:00,"Class_B"
-118.1806,40.52737,"February 2005",2005-02-15 06:00:00,"Class_B"
-74.0863,41.66955,"May 1997",1997-05-23 06:00:00,"Class_B"
-74.75611,43.61833,"May 1999",1999-05-28 06:00:00,"Class_B"
-76.17366,42.40489,"January 2001",2001-01-01 06:00:00,"Class_B"
-78.1946,43.2265,"August 2002",2002-08-22 06:00:00,"Class_B"
-77.664,43.2696,"June 2004",2005-07-27 06:00:00,"Class_B"
-78.28014,43.26886,"May 1992",1992-05-01 06:00:00,"Class_B"
-73.66616,41.97341,"May 1985",1985-05-01 06:00:00,"Class_B"
-73.8094,44.1856,"October 2002-2003",2005-12-28 06:00:00,"Class_B"
-73.73606,44.66399,"February 2005",2005-02-15 06:00:00,"Class_B"
-75.38025,42.0837,"October 2005",2005-10-01 06:00:00,"Class_B"
-73.91649,41.38084,"September 2004",2004-09-20 06:00:00,"Class_B"
-74.00528,43.81495,"June 2006",2006-07-10 06:00:00,"Class_B"
-73.45947,43.56211,"November 1999",1999-11-01 06:00:00,"Class_B"
-73.51238,43.6678,"May 2002",2002-05-11 06:00:00,"Class_B"
-73.56614,43.66344,"March 2006",2006-03-31 05:00:00,"Class_B"
-73.741,43.42645,"1980-82",2006-11-26 06:00:00,"Class_B"
-77.36516,42.54346,"November 2003",2003-11-09 06:00:00,"Class_B"
-73.52,43.7268,"August 2000-2001",2001-08-15 06:00:00,"Class_B"
-75.57448,43.64706,"August 2007",2007-08-18 06:00:00,"Class_B"
-74.27923,43.0949,"1966",1966-01-15 06:00:00,"Class_B"
-73.64642,41.59773,"July 07",2007-07-15 06:00:00,"Class_B"
-75.58825,44.62185,"March 2009",2009-03-18 07:00:00,"Class_B"
-74.47383,43.13206,"2004",2004-06-16 06:00:00,"Class_B"
-73.81,43.32,"July 2009",2009-07-26 06:00:00,"Class_B"
-75.73906,43.1546,"October 1972",1972-10-28 07:00:00,"Class_B"
-77.98756,42.24542,"January 1999",1999-01-16 06:00:00,"Class_B"
-74.15429,43.30679,"September 2010",2010-09-24 06:00:00,"Class_B"
-84.1735,39.9784,"September 2000",2000-09-01 06:00:00,"Class_B"
-81.11578,41.13021,"August 1999",1999-08-15 06:00:00,"Class_B"
-83.64597,39.92821,"November 1988-1989",1989-11-01 06:00:00,"Class_B"
-81.39827,39.95329,"August 1999",1999-08-01 06:00:00,"Class_B"
-83.93892,40.65572,"November 1999",1999-11-01 06:00:00,"Class_B"
-83.40573,38.89665,"January 1981",1981-01-31 06:00:00,"Class_B"
-82.24155,39.47642,"November 1998",1998-11-19 06:00:00,"Class_B"
-82.1334,40.25597,"April 2001",2001-04-15 06:00:00,"Class_B"
-81.96845,40.2287,"March 1998",1998-03-15 06:00:00,"Class_B"
-80.54558,41.72735,"May 1999",1999-05-30 06:00:00,"Class_B"
-82.82491,41.42364,"October 2000",2000-10-29 06:00:00,"Class_B"
-81.99847,40.35097,"May 1988",1988-05-19 06:00:00,"Class_B"
-83.43667,41.14896,"June 1993",1994-06-01 06:00:00,"Class_B"
-81.99955,40.3244,"May 2000",2000-05-07 06:00:00,"Class_B"
-81.26559,40.33345,"May 1998",1998-05-30 06:00:00,"Class_B"
-81.92994,41.2804,"July 1981",1981-07-01 06:00:00,"Class_B"
-82.21939,41.27939,"October 1987",1987-10-15 07:00:00,"Class_B"
-81.82391,41.09302,"1978",1978-09-30 07:00:00,"Class_B"
-81.02917,39.75531,"February 1994",1994-02-15 06:00:00,"Class_B"
-81.28671,39.93154,"August 1988",1988-08-01 06:00:00,"Class_B"
-81.38112,41.31405,"1976",1976-08-01 07:00:00,"Class_B"
-81.32425,41.17646,"April 1997",1997-04-15 06:00:00,"Class_B"
-81.1414,41.10715,"November 1970",1970-11-01 06:00:00,"Class_B"
-81.31749,41.05557,"1983",1983-07-31 06:00:00,"Class_B"
-84.48506,39.64146,"September 1978",1978-09-01 07:00:00,"Class_B"
-82.64864,40.74705,"1996",1996-07-01 06:00:00,"Class_B"
-83.18179,38.77727,"1977",1977-10-31 06:00:00,"Class_B"
-81.34993,40.62147,"June 1988",1988-06-15 06:00:00,"Class_B"
-83.44371,40.47326,"October 1983",1983-10-31 06:00:00,"Class_B"
-82.3997,39.25109,"1956",1956-01-01 06:00:00,"Class_B"
-81.25576,40.42655,"October 2000",2000-10-01 06:00:00,"Class_B"
-81.5693,40.6298,"October 2002",2002-10-12 06:00:00,"Class_B"
-81.1455,41.2599,"October 1995",1995-10-01 07:00:00,"Class_B"
-80.62124,41.1462,"November 1997",1997-11-01 06:00:00,"Class_B"
-81.22745,41.3235,"November 2002",2003-11-02 06:00:00,"Class_B"
-83.63251,40.16815,"1997-2001",1997-05-01 06:00:00,"Class_B"
-80.89606,40.54269,"August 1987",1987-08-07 06:00:00,"Class_B"
-80.64211,40.34042,"Late 70s",1978-12-01 06:00:00,"Class_B"
-80.59236,40.72943,"1997",1997-10-01 06:00:00,"Class_B"
-82.12263,41.38274,"1967",1967-07-01 07:00:00,"Class_B"
-81.37181,41.16187,"1986 until a few years ago.",1987-07-01 06:00:00,"Class_B"
-80.67828,40.3725,"June 2001",2001-06-01 06:00:00,"Class_B"
-81.40079,39.63382,"January 1958",1958-01-15 06:00:00,"Class_B"
-82.6353,39.5246,"April 2004",2004-04-03 05:00:00,"Class_B"
-81.49697,40.0799,"April 2004",2004-04-17 06:00:00,"Class_B"
-81.2558,40.42687,"July 2004",2004-07-18 06:00:00,"Class_B"
-82.27037,39.24523,"June 2004",2004-06-20 06:00:00,"Class_B"
-84.15971,39.8494,"August 2004",2004-08-15 06:00:00,"Class_B"
-83.12916,38.68516,"July 1982",1982-07-21 06:00:00,"Class_B"
-82.41861,41.0672,"August 1998-00",1999-08-01 06:00:00,"Class_B"
-82.38627,40.99562,"April 2003",2003-04-07 06:00:00,"Class_B"
-81.57021,41.35208,"July 2005",2005-07-12 06:00:00,"Class_B"
-80.57396,40.69334,"June 1980",1980-06-15 06:00:00,"Class_B"
-81.47081,39.64081,"June 1982",1982-06-19 06:00:00,"Class_B"
-83.56088,40.01979,"October 1983",1983-10-15 07:00:00,"Class_B"
-81.33134,41.15845,"April 1985-86?",1986-04-16 05:00:00,"Class_B"
-84.36754,39.61205,"September 1988",1988-09-14 06:00:00,"Class_B"
-81.56152,41.31609,"March 1995",1995-03-11 06:00:00,"Class_B"
-83.06977,41.48962,"1974",1974-04-20 07:00:00,"Class_B"
-81.28275,41.50086,"August 2005",2005-08-14 06:00:00,"Class_B"
-81.52101,40.11632,"July 2006",2006-07-28 06:00:00,"Class_B"
-81.27506,41.38199,"August 2006",2006-08-04 06:00:00,"Class_B"
-81.5518,40.1138,"August 2005",2005-08-12 06:00:00,"Class_B"
-80.616,40.725,"2003",2007-01-10 06:00:00,"Class_B"
-82.79665,39.10495,"September 2002",2002-09-07 06:00:00,"Class_B"
-81.1188,40.20275,"July 2004",2007-02-28 06:00:00,"Class_B"
-81.20422,39.86019,"October 2002",2002-10-15 06:00:00,"Class_B"
-81.3654,41.05931,"June 2008",2008-06-11 06:00:00,"Class_B"
-89.34647,39.74678,"March 2005",2005-03-01 06:00:00,"Class_B"
-81.32337,40.79362,"August 1976",1976-08-10 07:00:00,"Class_B"
-80.85832,41.12884,"April 2006",2006-04-01 05:00:00,"Class_B"
-80.90944,40.64049,"May 2009",2009-05-10 06:00:00,"Class_B"
-84.1317,39.03501,"June 2009",2009-06-16 06:00:00,"Class_B"
-81.37085,39.42635,"October 2009",2009-10-31 07:00:00,"Class_B"
-83.12891,38.69322,"July 2010",2010-07-06 06:00:00,"Class_B"
-82.63536,39.59947,"October 2010",2010-10-09 06:00:00,"Class_B"
-81.64181,41.16984,"November 2010",2010-11-18 06:00:00,"Class_B"
-81.26729,40.90177,"October 2010",2010-10-22 06:00:00,"Class_B"
-80.84143,41.81429,"September 2007",2007-09-22 06:00:00,"Class_B"
-95.04778,34.75139,"November 1999",1999-11-28 06:00:00,"Class_B"
-99.81514,34.73153,"1942",1942-04-01 06:00:00,"Class_B"
-94.93722,34.53889,"February 2000",2001-04-22 06:00:00,"Class_B"
-94.63111,34.84167,"1980's",2001-03-20 06:00:00,"Class_B"
-97.24139,35.21111,"September 1995",1995-09-01 06:00:00,"Class_B"
-94.92667,36.4075,"April 2000",2000-04-04 06:00:00,"Class_B"
-95.34111,35.00278,"1977",1977-07-15 07:00:00,"Class_B"
-94.96639,34.72195,"October 1971",1971-10-25 07:00:00,"Class_B"
-94.70278,34.52667,"October 2001",2001-10-02 06:00:00,"Class_B"
-94.60042,34.45195,"October 2001",2001-10-19 06:00:00,"Class_B"
-94.91928,34.52436,"April 2004",2004-04-02 05:00:00,"Class_B"
-94.685,34.695,"October 2004",2004-11-27 06:00:00,"Class_B"
-94.575,34.64583,"February 2005",2005-02-14 06:00:00,"Class_B"
-94.98001,35.56637,"April 2008",2008-04-18 06:00:00,"Class_B"
-94.7264,34.73966,"August 2008",2008-08-31 06:00:00,"Class_B"
-94.7297,34.74338,"January 2007",2007-01-17 06:00:00,"Class_B"
-94.49968,34.49108,"October 2009",2009-10-01 06:00:00,"Class_B"
-122.3755,43.69005,"August 1983",1983-08-12 06:00:00,"Class_B"
-122.4808,45.03255,"June 2000",2000-06-08 06:00:00,"Class_B"
-123.9599,43.7827,"June 1978",1978-06-25 07:00:00,"Class_B"
-123.466,45.7351,"August 2000",2000-08-19 06:00:00,"Class_B"
-119.6389,45.83675,"March 1995",1995-03-31 05:00:00,"Class_B"
-122.2777,45.40023,"July 2000",2000-07-22 06:00:00,"Class_B"
-123.455,43.7667,"July 1999",1999-07-15 06:00:00,"Class_B"
-121.3815,43.94225,"94 or 95",1995-07-05 06:00:00,"Class_B"
-122.275,42.47,"August  1998",1998-08-15 06:00:00,"Class_B"
-122.1647,44.99745,"July 1991",1991-07-04 06:00:00,"Class_B"
-123.7718,44.96651,"July 2000",2000-07-15 06:00:00,"Class_B"
-121.7745,45.5666,"October 1974",1974-10-01 07:00:00,"Class_B"
-122.0833,43.5883,"September 2000",2000-09-10 06:00:00,"Class_B"
-122.3057,44.97487,"March 2001",2001-03-18 06:00:00,"Class_B"
-121.7115,45.32301,"May 1997",1997-05-27 06:00:00,"Class_B"
-122.3759,43.20335,"September 1979-80",1980-09-01 06:00:00,"Class_B"
-122.7465,42.08845,"September mid 90s",1995-09-23 06:00:00,"Class_B"
-123.6664,45.07072,"September 2001",2001-09-01 06:00:00,"Class_B"
-123.625,45.70835,"September 2001",2001-09-20 06:00:00,"Class_B"
-123.3724,44.09462,"August 83  or 84",1983-08-12 06:00:00,"Class_B"
-123.3601,45.76569,"October 2001",2001-10-14 06:00:00,"Class_B"
-123.4911,43.16815,"July 1989",1989-07-01 06:00:00,"Class_B"
-123.4462,44.86875,"October 2000",2000-10-15 06:00:00,"Class_B"
-123.9211,45.99378,"August 2001",2001-08-03 06:00:00,"Class_B"
-123.3322,42.56805,"1978",1978-10-01 07:00:00,"Class_B"
-122.2328,42.4356,"1979",1979-10-01 07:00:00,"Class_B"
-121.8214,45.49805,"July 1994-96",1994-07-01 06:00:00,"Class_B"
-122.5674,44.79307,"July 2002",2002-07-10 06:00:00,"Class_B"
-122.2487,45.4684,"October 2002",2002-09-05 06:00:00,"Class_B"
-121.5684,45.25725,"September 1996",1996-09-15 06:00:00,"Class_B"
-122.2728,44.8623,"1977",1977-07-15 07:00:00,"Class_B"
-118.6131,45.58982,"December 2002",2004-10-05 06:00:00,"Class_B"
-121.886,45.2075,"1968",1968-08-23 07:00:00,"Class_B"
-121.8165,44.6335,"1970",1970-08-15 07:00:00,"Class_B"
-118.8215,43.85975,"July 2003",2003-07-02 06:00:00,"Class_B"
-123.4043,42.09224,"July 2000",2000-07-30 06:00:00,"Class_B"
-123.6481,42.16298,"July 1978",1978-07-01 07:00:00,"Class_B"
-123.5792,45.0487,"July 2003",2003-07-24 06:00:00,"Class_B"
-123.2665,45.4915,"September 1993",1993-09-15 06:00:00,"Class_B"
-122.8494,44.6616,"July 2001",2001-07-15 06:00:00,"Class_B"
-122.7789,45.03575,"July 1980",1980-07-15 06:00:00,"Class_B"
-121.3338,44.1263,"1976",1976-05-15 07:00:00,"Class_B"
-118.5908,44.5385,"August 2003",2003-08-15 06:00:00,"Class_B"
-121.8829,43.8628,"1963-2002",1963-07-15 07:00:00,"Class_B"
-124.0255,42.6425,"73-75",1975-09-15 07:00:00,"Class_B"
-123.296,45.82565,"November 2003",2003-11-09 06:00:00,"Class_B"
-121.6347,43.7151,"July 1990",1990-07-15 06:00:00,"Class_B"
-121.424,45.4051,"August '73-'74?",1974-08-15 07:00:00,"Class_B"
-121.6444,45.5775,"July 1980",1980-07-27 06:00:00,"Class_B"
-122.3803,45.1867,"June 2004",2004-06-20 06:00:00,"Class_B"
-123.5834,44.8458,"October 1991",1991-10-15 07:00:00,"Class_B"
-122.8042,43.6583,"July 2004",2004-07-17 06:00:00,"Class_B"
-122.9546,45.7492,"August 2004",2004-08-06 06:00:00,"Class_B"
-124.3688,43.1786,"August 2004",2004-08-21 06:00:00,"Class_B"
-121.9683,44.4625,"August 2004",2004-08-31 06:00:00,"Class_B"
-122.4,44.9633,"September 2004",2004-09-26 06:00:00,"Class_B"
-122.5541,43.296,"September 2004",2004-09-28 06:00:00,"Class_B"
-123.5417,45.93701,"June 2004",2004-06-04 06:00:00,"Class_B"
-120.2782,44.0639,"November 1989",1989-11-04 06:00:00,"Class_B"
-118.7717,44.7751,"July 1997",1997-07-04 06:00:00,"Class_B"
-123.2433,44.6693,"March 2005",2005-03-13 06:00:00,"Class_B"
-118.0603,45.80374,"April 1996",1996-04-30 06:00:00,"Class_B"
-122.0449,43.6947,"October 1992",1992-10-15 07:00:00,"Class_B"
-124.426,42.4018,"February 1994",1994-02-25 06:00:00,"Class_B"
-122.1874,44.699,"June 2005",2005-06-21 06:00:00,"Class_B"
-122.277,45.4861,"July 1970",1970-07-15 07:00:00,"Class_B"
-121.9446,42.23865,"January 2006",2006-01-16 06:00:00,"Class_B"
-121.9547,45.3207,"February 2003",2003-02-15 06:00:00,"Class_B"
-123.3333,42.0833,"2005",2005-04-15 06:00:00,"Class_B"
-118.5518,45.3712,"August 1974",1974-08-15 07:00:00,"Class_B"
-118.5658,45.6764,"July 2005",2005-07-15 06:00:00,"Class_B"
-122.7875,45.11259,"November 2006",2006-11-13 06:00:00,"Class_B"
-121.9531,44.15568,"May 1977",1977-05-01 07:00:00,"Class_B"
-123.2675,43.6744,"1977",1977-07-01 07:00:00,"Class_B"
-121.5134,45.38736,"April 2001",2008-05-23 06:00:00,"Class_B"
-123.4573,46.03193,"August 2008",2008-08-01 06:00:00,"Class_B"
-117.925,45.91665,"August 2008",2009-02-11 06:00:00,"Class_B"
-123.2916,42.125,"August 2006",2009-03-02 06:00:00,"Class_B"
-123.75,42.22501,"2008",2009-02-18 06:00:00,"Class_B"
-123.5036,43.61538,"November 2006",2006-11-15 06:00:00,"Class_B"
-122.8887,43.40867,"November 1970",1970-11-15 06:00:00,"Class_B"
-123.5524,44.50455,"June 2009",2009-06-13 06:00:00,"Class_B"
-118.0891,44.68557,"October 1991",1991-04-10 06:00:00,"Class_B"
-121.3866,42.36945,"December 2009",2009-12-10 06:00:00,"Class_B"
-79.3178,41.47511,"July 1980",1980-07-03 06:00:00,"Class_B"
-78.39445,41.31268,"September 2003",2003-09-30 06:00:00,"Class_B"
-77.7011,41.845,"October 1996",1996-10-26 06:00:00,"Class_B"
-80.19804,40.50322,"February 2007",2007-02-27 06:00:00,"Class_B"
-77.62407,40.61798,"May about 1980",1980-05-15 06:00:00,"Class_B"
-77.99314,41.70813,"November 1986-1987",1987-11-28 06:00:00,"Class_B"
-75.9799,41.79985,"December 2007",2008-12-19 06:00:00,"Class_B"
-78.52589,40.65083,"November 2009",2009-11-30 06:00:00,"Class_B"
-79.8944,40.29929,"November 1988",1988-08-16 06:00:00,"Class_B"
-78.04547,41.34404,"October 2008",2008-10-16 06:00:00,"Class_B"
-76.2074,39.72785,"February 1994",2011-07-20 06:00:00,"Class_B"
-71.58906,41.4596,"October 2006",2006-11-03 06:00:00,"Class_B"
-80.80685,34.0431,"1964",1964-10-10 07:00:00,"Class_B"
-80.65645,32.9032,"February 2005",2005-02-11 06:00:00,"Class_B"
-81.861,35.148,"July 1968",1969-07-18 07:00:00,"Class_B"
-81.396,34.421,"May 2006",2006-05-08 06:00:00,"Class_B"
-79.884,33.132,"October 2004",2004-10-20 06:00:00,"Class_B"
-78.3829,33.5155,"April 2007",2007-04-14 06:00:00,"Class_B"
-82.82005,34.35765,"June 2007",2007-06-01 06:00:00,"Class_B"
-80.559,32.825,"July 2007",2007-07-21 06:00:00,"Class_B"
-80.95958,32.29968,"May 2007",2007-05-30 06:00:00,"Class_B"
-80.45451,33.04536,"May 2009",2009-05-02 06:00:00,"Class_B"
-82.7962,35.01305,"October 1998",1998-10-01 06:00:00,"Class_B"
-103.6183,44.38611,"June 2008",2008-06-22 06:00:00,"Class_B"
-89.91499,35.5035,"October 1981",1981-10-15 07:00:00,"Class_B"
-88.65445,36.12292,"October 1981",1981-10-15 07:00:00,"Class_B"
-85.89745,35.88435,"1982",1982-07-15 06:00:00,"Class_B"
-89.3808,35.0055,"October 1989",1989-10-14 07:00:00,"Class_B"
-82.98764,36.36264,"February 1981",1981-02-15 06:00:00,"Class_B"
-86.9094,35.1918,"November 1989",1989-11-15 06:00:00,"Class_B"
-88.30945,35.80762,"February 2005",2005-02-09 06:00:00,"Class_B"
-88.76775,36.0165,"1974",1974-04-15 07:00:00,"Class_B"
-86.36485,35.94778,"March '92-'93",1993-03-15 06:00:00,"Class_B"
-83.73153,36.19408,"April 2005",2005-04-13 06:00:00,"Class_B"
-83.3626,35.46865,"April 2006",2006-04-11 06:00:00,"Class_B"
-89.94,35.226,"1985",1985-04-15 05:00:00,"Class_B"
-83.47566,35.64151,"July 2002",2002-07-01 06:00:00,"Class_B"
-84.05056,35.40472,"July 2006",2006-07-22 06:00:00,"Class_B"
-85.75014,35.23036,"2000 or 01",2000-04-10 06:00:00,"Class_B"
-85.02585,35.5467,"March 2004",2004-03-01 06:00:00,"Class_B"
-89.7735,35.416,"July 2007",2007-07-15 06:00:00,"Class_B"
-87.2352,35.0228,"May 2008",2008-05-31 06:00:00,"Class_B"
-83.21461,36.38632,"October 2006",2006-10-07 06:00:00,"Class_B"
-87.2932,35.3218,"1955",1955-01-01 06:00:00,"Class_B"
-86.2011,35.9978,"November 2006",2008-10-27 07:00:00,"Class_B"
-84.8215,35.129,"April 2007",2007-04-28 06:00:00,"Class_B"
-82.3045,36.0925,"July 2009",2009-07-18 06:00:00,"Class_B"
-84.85902,36.39403,"June 2006",2006-06-06 06:00:00,"Class_B"
-87.44963,35.78439,"July 2009",2009-07-17 06:00:00,"Class_B"
-89.0912,35.8606,"April 1994",1994-04-22 06:00:00,"Class_B"
-82.31094,36.42846,"October 1993",1993-10-20 07:00:00,"Class_B"
